epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,15538.9,1.18326,0.77587,0.96519,0.8134,0.82834,0.82902,0.58798,1.0944,0.59882,0.90782,0.00394194,0.00394194,0.00394194
173,15629.5,1.16238,0.6399,0.96261,0.83602,0.79579,0.82472,0.589,1.04033,0.57799,0.89321,0.00393575,0.00393575,0.00393575
174,15717.3,1.14233,0.69153,0.97135,0.80947,0.8213,0.82601,0.59848,1.06879,0.59645,0.90051,0.00392956,0.00392956,0.00392956
175,15806.8,1.15601,0.65712,0.95094,0.84543,0.81067,0.82344,0.60413,1.09334,0.61832,0.90842,0.00392337,0.00392337,0.00392337
176,15895.1,1.10945,0.61864,0.94681,0.8571,0.78307,0.80878,0.59871,1.06293,0.60545,0.90555,0.00391719,0.00391719,0.00391719
177,15987.3,1.15108,0.61758,0.93644,0.81289,0.79975,0.80304,0.59118,1.07591,0.60587,0.89478,0.003911,0.003911,0.003911
178,16077.1,1.17465,0.69477,0.96689,0.80405,0.77704,0.7936,0.59239,1.03755,0.58743,0.89102,0.00390481,0.00390481,0.00390481
179,16166.5,1.14752,0.62833,0.96477,0.78004,0.78923,0.78517,0.57866,1.09859,0.61095,0.90257,0.00389863,0.00389863,0.00389863
180,16256.8,1.16331,0.68404,0.95906,0.78633,0.68683,0.78712,0.57857,1.11721,0.90408,0.9089,0.00389244,0.00389244,0.00389244
181,16348.1,1.18881,0.69342,0.95552,0.78742,0.66669,0.72579,0.53022,1.11719,0.94081,0.90671,0.00388625,0.00388625,0.00388625
182,16438.2,1.20137,0.69791,0.9682,0.72024,0.81453,0.7183,0.52239,1.06363,0.64044,0.9043,0.00388006,0.00388006,0.00388006
183,16529.6,1.18798,0.75388,0.96315,0.80392,0.79186,0.8169,0.58422,1.05458,0.59632,0.89472,0.00387388,0.00387388,0.00387388
184,16620.1,1.14514,0.61255,0.94474,0.7906,0.80292,0.79893,0.57063,1.04011,0.60947,0.88865,0.00386769,0.00386769,0.00386769
185,16709.6,1.12308,0.66833,0.95889,0.81891,0.7932,0.79742,0.57324,1.04636,0.5716,0.89114,0.0038615,0.0038615,0.0038615
186,16800,1.11521,0.64621,0.94394,0.80919,0.80913,0.80823,0.58352,1.04216,0.57348,0.88683,0.00385531,0.00385531,0.00385531
187,16888.5,1.17307,0.68794,0.95839,0.85118,0.8076,0.82982,0.60044,1.03999,0.57795,0.89224,0.00384913,0.00384913,0.00384913
188,16979.4,1.12888,0.59502,0.94309,0.83905,0.81193,0.83823,0.62012,1.02164,0.57493,0.88544,0.00384294,0.00384294,0.00384294
189,17069.3,1.26906,1.36674,0.96774,0.84884,0.82306,0.81281,0.59431,1.0457,0.58359,0.89776,0.00383675,0.00383675,0.00383675
190,17159.6,1.17169,0.72156,0.95906,0.84546,0.81033,0.80634,0.58543,1.0838,0.57505,0.89721,0.00383056,0.00383056,0.00383056
191,17248.8,1.1387,0.69125,0.97106,0.83101,0.82206,0.82191,0.58311,1.07408,0.59055,0.90055,0.00382438,0.00382438,0.00382438
192,17338.2,1.16008,0.61999,0.9453,0.81945,0.75971,0.83252,0.58682,1.07292,0.6091,0.90255,0.00381819,0.00381819,0.00381819
193,17429.6,1.16132,0.65357,0.96703,0.85206,0.79557,0.8183,0.58188,1.06049,0.60012,0.89531,0.003812,0.003812,0.003812
194,17518.2,1.16745,0.75757,0.98886,0.83125,0.64163,0.72944,0.48815,1.13049,0.69858,0.92755,0.00380581,0.00380581,0.00380581
195,17607.9,1.19941,0.65689,0.97639,0.80298,0.80881,0.84183,0.59946,1.05118,0.58845,0.89972,0.00379963,0.00379963,0.00379963
196,17697.2,1.16721,0.65515,0.94278,0.81004,0.83488,0.81883,0.59565,1.0181,0.5914,0.89497,0.00379344,0.00379344,0.00379344
197,17787,1.1097,0.61525,0.93366,0.83293,0.81744,0.81098,0.60034,1.00241,0.58676,0.88249,0.00378725,0.00378725,0.00378725
198,17876.9,1.14566,0.66141,0.95071,0.86873,0.82814,0.82668,0.61717,1.0001,0.57047,0.88056,0.00378106,0.00378106,0.00378106
199,17968.5,1.12142,0.62147,0.9387,0.8623,0.80507,0.83146,0.62496,1.02756,0.58534,0.88936,0.00377488,0.00377488,0.00377488
200,18059.1,1.15341,0.61005,0.94713,0.84767,0.8138,0.82515,0.60977,1.06382,0.59761,0.89601,0.00376869,0.00376869,0.00376869
201,18149.3,1.13183,0.62578,0.93577,0.86399,0.8025,0.82424,0.60532,1.02765,0.58383,0.89161,0.0037625,0.0037625,0.0037625
202,18239.9,1.14477,0.61987,0.95076,0.78942,0.81503,0.79838,0.58292,1.06784,0.59161,0.89156,0.00375631,0.00375631,0.00375631
203,18331.4,1.14945,0.63153,0.96127,0.82071,0.76299,0.78433,0.56702,1.08406,0.59333,0.89411,0.00375013,0.00375013,0.00375013
204,18422.2,1.13354,0.60029,0.94202,0.75201,0.81769,0.7932,0.56258,1.04641,0.62031,0.89238,0.00374394,0.00374394,0.00374394
205,18511.9,1.16359,0.64059,0.95291,0.86082,0.72027,0.78716,0.55976,1.05576,0.59112,0.89479,0.00373775,0.00373775,0.00373775
206,18601.4,1.12249,0.61773,0.94717,0.83755,0.8149,0.81308,0.59245,1.04885,0.58025,0.89432,0.00373156,0.00373156,0.00373156
207,18690.4,1.11556,0.59413,0.94779,0.77504,0.8032,0.81948,0.59498,1.01114,0.57461,0.88529,0.00372537,0.00372537,0.00372537
208,18780.2,1.12006,0.61771,0.94629,0.79348,0.80058,0.80576,0.58806,1.00788,0.58516,0.88604,0.00371919,0.00371919,0.00371919
209,18870.5,1.13981,0.60207,0.94274,0.82604,0.77917,0.79084,0.56946,1.0467,0.58985,0.89228,0.003713,0.003713,0.003713
210,18960,1.14666,0.81749,0.96724,0.79653,0.77905,0.79892,0.59945,1.04927,0.57706,0.89657,0.00370681,0.00370681,0.00370681
211,19050.6,1.17143,0.6117,0.94975,0.85528,0.79971,0.82247,0.59839,1.06378,0.582,0.91483,0.00370063,0.00370063,0.00370063
212,19140.5,1.14339,0.63784,0.98787,0.8694,0.75837,0.81475,0.58583,1.04759,0.5832,0.9092,0.00369444,0.00369444,0.00369444
213,19229.3,1.1276,0.61827,0.94616,0.80144,0.80035,0.78842,0.59123,1.03227,0.56652,0.89176,0.00368825,0.00368825,0.00368825
214,19318.8,1.12967,0.62656,0.95062,0.8142,0.77954,0.78482,0.59286,1.02765,0.58159,0.89521,0.00368206,0.00368206,0.00368206
215,19408.7,1.15367,0.60469,0.94577,0.75419,0.78625,0.79801,0.61106,1.02505,0.56604,0.89432,0.00367587,0.00367587,0.00367587
216,19498.3,1.14216,0.6278,0.94784,0.76455,0.80449,0.78851,0.58171,1.03702,0.58238,0.88821,0.00366969,0.00366969,0.00366969
217,19588.3,1.13414,0.61981,0.95674,0.76141,0.79015,0.79913,0.59084,1.03084,0.57402,0.89007,0.0036635,0.0036635,0.0036635
218,19679.4,1.11557,0.5967,0.95578,0.83463,0.79726,0.81108,0.60055,1.00691,0.58139,0.88283,0.00365731,0.00365731,0.00365731
219,19770.1,1.12969,0.59809,0.94223,0.85051,0.80043,0.81688,0.60376,1.02255,0.59526,0.88785,0.00365113,0.00365113,0.00365113
220,19859.3,1.1461,0.59277,0.94343,0.83408,0.81573,0.81459,0.60382,1.04112,0.59272,0.89138,0.00364494,0.00364494,0.00364494
221,19952.7,1.12199,0.59806,0.96034,0.8269,0.83766,0.81252,0.59606,1.02399,0.57663,0.88876,0.00363875,0.00363875,0.00363875
222,20043.5,1.20491,0.65043,0.94583,0.8424,0.79993,0.78624,0.5874,1.05166,0.58479,0.89194,0.00363256,0.00363256,0.00363256
223,20132.2,1.1464,0.60426,0.94915,0.82284,0.79711,0.78042,0.58153,1.03239,0.57266,0.88424,0.00362637,0.00362637,0.00362637
224,20220.8,1.11643,0.58054,0.93361,0.83329,0.78492,0.79449,0.58584,1.04708,0.58008,0.88943,0.00362019,0.00362019,0.00362019
225,20311.1,1.11608,0.61374,0.94033,0.85113,0.80075,0.8065,0.60561,1.08157,0.58472,0.90098,0.003614,0.003614,0.003614
226,20402.9,1.10934,0.56357,0.93093,0.87228,0.80583,0.82017,0.61296,1.02554,0.55965,0.88811,0.00360781,0.00360781,0.00360781
227,20492.7,1.11529,0.57053,0.93323,0.87838,0.79988,0.82597,0.59918,1.07896,0.56381,0.89895,0.00360163,0.00360163,0.00360163
228,20585.3,1.12986,0.6084,0.96479,0.87447,0.81082,0.83079,0.5993,1.07213,0.56563,0.89896,0.00359544,0.00359544,0.00359544
229,20676.3,1.0911,0.57039,0.93425,0.88104,0.80514,0.81521,0.61033,1.05224,0.56092,0.89365,0.00358925,0.00358925,0.00358925
230,20766.1,1.11051,0.60343,0.98009,0.8134,0.77459,0.78372,0.58623,1.04515,0.59552,0.89496,0.00358306,0.00358306,0.00358306
231,20855.4,1.05884,0.62158,0.93532,0.80226,0.79855,0.79392,0.59309,1.02185,0.58427,0.88483,0.00357688,0.00357688,0.00357688
232,20945.1,1.11881,0.58494,0.95647,0.821,0.79936,0.81964,0.605,1.03054,0.57133,0.88838,0.00357069,0.00357069,0.00357069
233,21034.6,1.08073,0.61595,0.92943,0.82898,0.80404,0.82309,0.60462,1.04004,0.57254,0.89243,0.0035645,0.0035645,0.0035645
234,21124.7,1.11455,0.59533,0.9475,0.84104,0.8085,0.82884,0.60699,1.04129,0.56388,0.89093,0.00355831,0.00355831,0.00355831
235,21214.4,1.10629,0.60934,0.9449,0.85993,0.80567,0.83081,0.62227,1.02021,0.56153,0.88575,0.00355212,0.00355212,0.00355212
236,21303.9,1.11496,0.58537,0.95546,0.7824,0.81128,0.82319,0.61133,1.02584,0.55314,0.88285,0.00354594,0.00354594,0.00354594
237,21394.6,1.09789,0.66911,0.95212,0.73663,0.79424,0.77439,0.54672,1.04585,0.58053,0.89209,0.00353975,0.00353975,0.00353975
238,21483.3,1.19032,0.64123,1.01588,0.72916,0.79303,0.77939,0.54798,1.07883,0.61706,0.90929,0.00353356,0.00353356,0.00353356
239,21573.8,1.11424,0.57533,0.93271,0.71932,0.39018,0.55095,0.3608,1.38119,1.10823,1.00317,0.00352737,0.00352737,0.00352737
240,21663.2,1.08269,0.60169,0.93683,0.7466,0.73075,0.7687,0.54746,1.09022,0.65604,0.90272,0.00352119,0.00352119,0.00352119
241,21751.5,1.12159,0.59204,0.94589,0.8103,0.81474,0.82663,0.61188,1.01427,0.56942,0.88347,0.003515,0.003515,0.003515
242,21841,1.13042,0.60687,0.94645,0.85893,0.83415,0.83596,0.60208,1.00192,0.55657,0.87756,0.00350881,0.00350881,0.00350881
243,21931.3,1.12233,0.58444,0.9487,0.86799,0.8157,0.82813,0.61093,1.02272,0.54203,0.87816,0.00350263,0.00350263,0.00350263
244,22021.3,1.11706,0.60068,0.9406,0.84183,0.82345,0.83094,0.59976,1.01677,0.55441,0.88447,0.00349644,0.00349644,0.00349644
245,22111.3,1.11438,0.59933,0.93104,0.83716,0.77249,0.82129,0.59616,1.04942,0.57267,0.88954,0.00349025,0.00349025,0.00349025
246,22200.7,1.12123,0.61097,0.93142,0.81662,0.78311,0.8134,0.6001,1.03684,0.55924,0.89067,0.00348406,0.00348406,0.00348406
247,22291.6,1.07321,0.56944,0.92217,0.79987,0.78528,0.80854,0.59514,1.07644,0.58826,0.899,0.00347788,0.00347788,0.00347788
248,22382.6,1.08803,0.59881,0.9361,0.83406,0.7915,0.81799,0.5996,1.07581,0.58516,0.89636,0.00347169,0.00347169,0.00347169
249,22474.7,1.09532,0.57599,0.93821,0.8368,0.8203,0.82825,0.61269,1.03672,0.57573,0.8889,0.0034655,0.0034655,0.0034655
250,22566.4,1.0893,0.57862,0.92926,0.8348,0.81999,0.82061,0.61463,1.03458,0.57087,0.89147,0.00345931,0.00345931,0.00345931
251,22657.4,1.09621,0.56611,0.93316,0.85749,0.81529,0.82535,0.61735,1.0249,0.57073,0.89234,0.00345313,0.00345313,0.00345313
252,22745.4,1.09955,0.86758,0.98955,0.83566,0.82535,0.82558,0.61801,1.00632,0.5578,0.88247,0.00344694,0.00344694,0.00344694
253,22835.6,1.09668,0.59078,0.95927,0.76538,0.81837,0.81231,0.60863,1.01364,0.57546,0.88476,0.00344075,0.00344075,0.00344075
254,22924.1,1.09204,0.57655,0.93011,0.74899,0.81555,0.78227,0.56911,1.00484,0.55906,0.88189,0.00343456,0.00343456,0.00343456
255,23012.6,1.09425,0.59378,0.94104,0.82068,0.80459,0.79483,0.56883,1.01177,0.56322,0.88303,0.00342838,0.00342838,0.00342838
256,23100.7,1.1743,0.70831,0.95097,0.8002,0.8497,0.82496,0.5987,0.99674,0.56743,0.87857,0.00342219,0.00342219,0.00342219
257,23189.2,1.11881,0.58575,0.93081,0.80734,0.84452,0.82909,0.60447,0.9931,0.54927,0.87628,0.003416,0.003416,0.003416
258,23278.7,1.07782,0.56213,0.92674,0.86158,0.79404,0.82035,0.593,1.0224,0.55513,0.88563,0.00340981,0.00340981,0.00340981
259,23369.6,1.13337,0.60927,0.94662,0.86979,0.77003,0.81148,0.58541,1.08286,0.57787,0.89475,0.00340363,0.00340363,0.00340363
260,23459.7,1.12497,0.63527,0.95543,0.82059,0.77856,0.81832,0.59273,1.04771,0.58582,0.89484,0.00339744,0.00339744,0.00339744
261,23550.2,1.01897,0.67515,0.87299,0.83928,0.77947,0.81943,0.59811,1.02996,0.57892,0.89074,0.00339125,0.00339125,0.00339125
262,23638.3,1.08678,0.57685,0.94582,0.84202,0.78632,0.81719,0.60598,1.02705,0.56227,0.88856,0.00338506,0.00338506,0.00338506
263,23730.1,1.15914,0.88217,0.97065,0.85019,0.79168,0.82031,0.60022,1.03746,0.55586,0.88909,0.00337887,0.00337887,0.00337887
264,23820.9,1.12635,0.57091,0.94921,0.86378,0.79462,0.82018,0.60003,1.01077,0.55306,0.88828,0.00337269,0.00337269,0.00337269
265,23910.4,1.00789,0.71105,0.87437,0.852,0.78799,0.81442,0.5967,1.0056,0.55264,0.89132,0.0033665,0.0033665,0.0033665
266,24001.4,1.08634,0.56338,0.93247,0.83466,0.78745,0.81204,0.59349,1.00684,0.55395,0.89222,0.00336031,0.00336031,0.00336031
267,24090.9,1.11364,0.60098,0.93465,0.84347,0.8062,0.80664,0.5939,1.00714,0.55856,0.88841,0.00335412,0.00335412,0.00335412
268,24179.5,1.11509,0.59717,0.95848,0.79481,0.75639,0.72072,0.49994,1.05563,0.56457,0.90332,0.00334794,0.00334794,0.00334794
269,24270.6,1.04482,0.58927,0.9266,0.80312,0.77102,0.77539,0.54821,1.0362,0.55853,0.89633,0.00334175,0.00334175,0.00334175
270,24361.5,1.07556,0.56843,0.92885,0.82498,0.67384,0.72944,0.51518,1.04916,0.57663,0.89799,0.00333556,0.00333556,0.00333556
271,24453,1.09687,0.59747,0.93994,0.81228,0.67897,0.78292,0.56036,1.04196,0.60898,0.88831,0.00332937,0.00332937,0.00332937
272,24543.9,1.12091,0.57571,0.94331,0.81704,0.73196,0.79257,0.58354,1.04806,0.5908,0.88782,0.00332319,0.00332319,0.00332319
273,24633.4,1.08397,0.65742,0.94726,0.84003,0.76201,0.7976,0.58573,1.0006,0.56705,0.87623,0.003317,0.003317,0.003317
274,24724.5,1.13827,0.59133,0.94873,0.82804,0.76317,0.80694,0.59269,1.04172,0.58117,0.89102,0.00331081,0.00331081,0.00331081
275,24815.9,1.11508,0.58424,0.92461,0.82644,0.78448,0.81053,0.57809,1.06413,0.5902,0.89714,0.00330462,0.00330462,0.00330462
276,24906.4,1.07532,0.56313,0.93822,0.84216,0.79666,0.82595,0.61044,1.00087,0.57358,0.88206,0.00329844,0.00329844,0.00329844
277,24995.2,1.1563,0.60263,0.98329,0.82878,0.77616,0.7995,0.5824,1.01811,0.56012,0.888,0.00329225,0.00329225,0.00329225
278,25088.3,1.10693,0.59524,0.95663,0.844,0.81297,0.81536,0.58927,1.0346,0.57186,0.88832,0.00328606,0.00328606,0.00328606
279,25176.4,1.11076,0.59297,0.9468,0.85973,0.81332,0.82923,0.5994,1.04246,0.55065,0.88657,0.00327988,0.00327988,0.00327988
280,25264.7,1.13206,0.68671,0.93954,0.81623,0.82235,0.83717,0.60872,1.0233,0.56508,0.88832,0.00327369,0.00327369,0.00327369
281,25353.9,1.09384,0.55419,0.9387,0.75736,0.84242,0.8298,0.59855,1.04458,0.56332,0.89083,0.0032675,0.0032675,0.0032675
282,25444.2,1.14335,0.76719,0.95286,0.81198,0.81675,0.82967,0.5943,1.02373,0.54772,0.8871,0.00326131,0.00326131,0.00326131
283,25535.3,1.11708,0.59074,0.92482,0.78353,0.82065,0.79962,0.57155,1.01816,0.56572,0.8852,0.00325512,0.00325512,0.00325512
284,25624.6,1.08652,0.58376,0.95342,0.81272,0.79049,0.79887,0.57206,1.02348,0.56129,0.88408,0.00324894,0.00324894,0.00324894
285,25715.4,1.09492,0.60729,0.93772,0.83119,0.74594,0.78221,0.55736,1.02816,0.56861,0.8825,0.00324275,0.00324275,0.00324275
286,25804.9,1.10637,0.58541,0.93909,0.82118,0.73357,0.79284,0.5715,1.01554,0.57217,0.88041,0.00323656,0.00323656,0.00323656
287,25894.3,1.23026,1.54621,1.1065,0.81736,0.79856,0.81919,0.60233,0.98998,0.55506,0.87922,0.00323038,0.00323038,0.00323038
288,25982.1,1.12462,0.67066,0.97585,0.82389,0.80284,0.82438,0.60797,1.0016,0.56709,0.88425,0.00322419,0.00322419,0.00322419
289,26072,1.15128,0.63201,0.96102,0.84665,0.81243,0.84359,0.61109,0.9972,0.56273,0.88615,0.003218,0.003218,0.003218
290,26163.7,1.10268,0.58855,0.9473,0.88626,0.81324,0.82873,0.60204,1.06483,0.58459,0.90251,0.00321181,0.00321181,0.00321181
291,26252.1,1.11756,0.72316,0.97596,0.84477,0.82577,0.83283,0.60818,1.03876,0.56466,0.89443,0.00320562,0.00320562,0.00320562
292,26342.4,1.09687,0.58345,0.94198,0.80483,0.84478,0.8232,0.60843,1.01544,0.56707,0.8872,0.00319944,0.00319944,0.00319944
293,26432,1.10806,0.58766,0.94636,0.79035,0.83817,0.82678,0.59046,1.02439,0.56826,0.88406,0.00319325,0.00319325,0.00319325
294,26522.6,1.12261,0.55997,0.94201,0.76597,0.70953,0.74562,0.50454,1.05594,0.59202,0.89836,0.00318706,0.00318706,0.00318706
295,26611.3,1.08779,0.59012,0.96026,0.8257,0.80097,0.78052,0.55869,1.04384,0.56801,0.89228,0.00318088,0.00318088,0.00318088
296,26700.4,1.09244,0.58051,0.93678,0.84831,0.82489,0.82133,0.60305,1.04566,0.56006,0.89089,0.00317469,0.00317469,0.00317469
297,26788.8,1.11319,0.68885,0.95247,0.86234,0.82168,0.82552,0.60695,1.01703,0.55053,0.88393,0.0031685,0.0031685,0.0031685
298,26878.9,1.072,0.63888,0.94279,0.84565,0.79751,0.81948,0.60103,1.04402,0.55768,0.89704,0.00316231,0.00316231,0.00316231
299,26967.9,1.15331,0.60956,0.9622,0.85048,0.80984,0.81557,0.59486,1.03447,0.56612,0.89983,0.00315612,0.00315612,0.00315612
